,tokens,pos_tags
1074,"['Dinsa', 'Mehta', ',', 'chief', 'bullion', 'trader', 'for', 'Chase', 'Manhattan', 'Bank', ',', 'said', ':', '``', 'There', 'is', 'little', 'incentive', 'on', 'the', 'part', 'of', 'traders', 'to', 'sell', 'gold', 'because', 'the', 'stock', 'market', 'may', 'go', 'lower', 'and', 'gold', 'may', 'retain', 'some', 'of', 'its', '`', 'flight', 'to', 'safety', ""'"", 'quality', '.']","['NNP', 'NNP', ',', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'VBD', ':', '``', 'EX', 'VBZ', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'NN', 'MD', 'VB', 'JJR', 'CC', 'NN', 'MD', 'VB', 'DT', 'IN', 'PRP$', '``', 'NN', 'TO', 'VB', 'POS', 'NN', '.']"
1075,"['There', 'is', 'little', 'incentive', 'to', 'buy', 'gold', 'because', 'if', 'the', 'stock', 'market', 'goes', 'higher', ',', 'it', 'may', 'be', 'just', 'a', 'false', 'alarm', '.']","['EX', 'VBZ', 'JJ', 'NN', 'TO', 'VB', 'NN', 'IN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'JJR', ',', 'PRP', 'MD', 'VB', 'RB', 'DT', 'JJ', 'NN', '.']"
1076,"['This', 'is', 'keeping', 'the', 'gold', 'traders', 'handcuffed', '.', ""''""]","['DT', 'VBZ', 'VBG', 'DT', 'NN', 'NNS', 'VBN', '.', ""''""]"
1077,"['The', 'most', 'remarkable', 'feature', 'about', 'yesterday', ""'s"", 'action', 'was', 'that', 'the', 'price', 'of', 'roughly', '$', '370', 'an', 'ounce', 'was', 'regarded', 'as', 'attractive', 'enough', 'by', 'gold', 'producers', 'around', 'the', 'world', 'to', 'aggressively', 'sell', 'gold', ',', 'Mr.', 'Mehta', 'said', '.']","['DT', 'RBS', 'JJ', 'NN', 'IN', 'NN', 'POS', 'NN', 'VBD', 'IN', 'DT', 'NN', 'IN', 'RB', '$', 'CD', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'JJ', 'RB', 'IN', 'NN', 'NNS', 'IN', 'DT', 'NN', 'TO', 'RB', 'VB', 'NN', ',', 'NNP', 'NNP', 'VBD', '.']"
1078,"['``', 'I', 'do', ""n't"", 'know', 'what', 'it', 'means', 'over', 'the', 'long', 'run', ',', 'but', 'for', 'the', 'short', 'term', ',', 'it', 'appears', 'that', 'gold', 'producers', 'are', 'grateful', 'for', 'the', '$', '10', 'or', 'so', 'that', 'gold', 'has', 'risen', 'over', 'the', 'past', 'week', 'or', 'so', ',', ""''"", 'he', 'said', '.']","['``', 'PRP', 'VBP', 'RB', 'VB', 'WP', 'PRP', 'VBZ', 'IN', 'DT', 'JJ', 'NN', ',', 'CC', 'IN', 'DT', 'JJ', 'NN', ',', 'PRP', 'VBZ', 'IN', 'NN', 'NNS', 'VBP', 'JJ', 'IN', 'DT', '$', 'CD', 'CC', 'RB', 'DT', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'RB', ',', ""''"", 'PRP', 'VBD', '.']"
1079,"['Previously', ',', 'he', 'noted', ',', 'gold', 'producers', 'tended', 'to', 'back', 'off', 'from', 'a', 'rising', 'gold', 'market', ',', 'letting', 'prices', 'rise', 'as', 'much', 'as', 'possible', 'before', 'selling', '.']","['RB', ',', 'PRP', 'VBD', ',', 'NN', 'NNS', 'VBD', 'TO', 'RB', 'IN', 'IN', 'DT', 'VBG', 'NN', 'NN', ',', 'VBG', 'NNS', 'VBP', 'RB', 'JJ', 'IN', 'JJ', 'IN', 'VBG', '.']"
1080,"['Mr.', 'Mehta', 'observed', 'that', 'the', 'U.S.', 'merchandise', 'trade', 'deficit', ',', 'which', 'rose', 'sharply', 'in', 'August', ',', 'according', 'to', 'yesterday', ""'s"", 'report', ',', 'has', 'been', 'having', 'less', 'and', 'less', 'impact', 'on', 'the', 'gold', 'market', '.']","['NNP', 'NNP', 'VBD', 'IN', 'DT', 'NNP', 'NN', 'NN', 'NN', ',', 'WDT', 'VBD', 'RB', 'IN', 'NNP', ',', 'VBG', 'TO', 'NN', 'POS', 'NN', ',', 'VBZ', 'VBN', 'VBG', 'JJR', 'CC', 'JJR', 'NN', 'IN', 'DT', 'NN', 'NN', '.']"
1081,"['``', 'The', 'dollar', 'has', ""n't"", 'reacted', 'much', 'to', 'it', ',', 'so', 'gold', 'has', ""n't"", 'either', ',', ""''"", 'he', 'said', '.']","['``', 'DT', 'NN', 'VBZ', 'RB', 'VBN', 'JJ', 'TO', 'PRP', ',', 'RB', 'NN', 'VBZ', 'RB', 'DT', ',', ""''"", 'PRP', 'VBD', '.']"
1082,"['In', 'other', 'commodity', 'markets', 'yesterday', ':']","['IN', 'JJ', 'NN', 'NNS', 'NN', ':']"
1083,"['ENERGY', ':']","['NN', ':']"
1084,"['Crude', 'oil', 'prices', 'rose', 'slightly', 'in', 'lackluster', 'activity', 'as', 'traders', 'in', 'the', 'pits', 'tried', 'to', 'assess', 'action', 'in', 'the', 'stock', 'market', '.']","['JJ', 'NN', 'NNS', 'VBD', 'RB', 'IN', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NNS', 'VBD', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'NN', '.']"
1085,"['Since', 'stock', 'market', 'indexes', 'plummeted', 'last', 'Friday', ',', 'participants', 'in', 'all', 'markets', 'have', 'been', 'wary', '.']","['IN', 'NN', 'NN', 'NNS', 'VBD', 'JJ', 'NNP', ',', 'NNS', 'IN', 'DT', 'NNS', 'VBP', 'VBN', 'JJ', '.']"
1086,"['When', 'traders', 'become', 'confident', 'that', 'the', 'stock', 'market', 'has', 'stabilized', ',', 'oil', 'prices', 'are', 'expected', 'to', 'rise', 'as', 'supply', 'and', 'demand', 'fundamentals', 'once', 'again', 'become', 'the', 'major', 'consideration', '.']","['WRB', 'NNS', 'VBP', 'JJ', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'VBN', ',', 'NN', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'IN', 'NN', 'CC', 'NN', 'NNS', 'RB', 'RB', 'VB', 'DT', 'JJ', 'NN', '.']"
1087,"['Crude', 'oil', 'for', 'November', 'delivery', 'edged', 'up', 'by', '16', 'cents', 'a', 'barrel', 'to', '$', '20.75', 'a', 'barrel', '.']","['JJ', 'NN', 'IN', 'NNP', 'NN', 'VBD', 'IN', 'IN', 'CD', 'NNS', 'DT', 'NN', 'TO', '$', 'CD', 'DT', 'NN', '.']"
1088,"['Heating', 'oil', 'prices', 'also', 'rose', '.']","['NN', 'NN', 'NNS', 'RB', 'VBD', '.']"
1089,"['November', 'gasoline', 'slipped', 'slightly', '.']","['NNP', 'NN', 'VBD', 'RB', '.']"
1090,"['SUGAR', ':']","['NN', ':']"
1091,"['Futures', 'prices', 'rose', 'on', 'a', 'report', 'that', 'Cuba', 'may', 'seek', 'to', 'postpone', 'some', 'sugar', 'shipments', '.']","['NNS', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'IN', 'NNP', 'MD', 'VB', 'TO', 'VB', 'DT', 'NN', 'NNS', '.']"
1092,"['The', 'March', 'contract', 'advanced', '0.14', 'cent', 'a', 'pound', 'to', '14.11', 'cents', '.']","['DT', 'NNP', 'NN', 'VBD', 'CD', 'NN', 'DT', 'NN', 'TO', 'CD', 'NNS', '.']"
1093,"['According', 'to', 'an', 'analyst', ',', 'Cuba', 'ca', ""n't"", 'meet', 'all', 'its', 'shipment', 'commitments', 'and', 'has', 'asked', 'Japan', 'to', 'accept', 'a', 'delay', 'of', 'shipments', 'scheduled', 'for', 'later', 'this', 'year', ',', 'into', 'early', 'next', 'year', '.']","['VBG', 'TO', 'DT', 'NN', ',', 'NNP', 'MD', 'RB', 'VB', 'DT', 'PRP$', 'NN', 'NNS', 'CC', 'VBZ', 'VBN', 'NNP', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', 'VBN', 'IN', 'RB', 'DT', 'NN', ',', 'IN', 'JJ', 'JJ', 'NN', '.']"
1094,"['``', 'Japan', 'is', 'perceived', 'as', 'a', 'wealthy', 'nation', 'that', 'can', 'turn', 'elsewhere', 'in', 'the', 'world', 'market', 'and', 'buy', 'the', 'sugar', ',', ""''"", 'the', 'analyst', 'said', '.']","['``', 'NNP', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'MD', 'VB', 'RB', 'IN', 'DT', 'NN', 'NN', 'CC', 'VB', 'DT', 'NN', ',', ""''"", 'DT', 'NN', 'VBD', '.']"
1095,"['It', 'was', 'the', 'possibility', 'of', 'this', 'demand', 'that', 'helped', 'firm', 'prices', ',', 'the', 'analyst', 'said', '.']","['PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBD', 'NN', 'NNS', ',', 'DT', 'NN', 'VBD', '.']"
1096,"['Another', 'analyst', 'noted', 'that', 'Cuba', 'has', 'been', 'deferring', 'shipments', 'in', 'recent', 'years', '.']","['DT', 'NN', 'VBD', 'IN', 'NNP', 'VBZ', 'VBN', 'VBG', 'NNS', 'IN', 'JJ', 'NNS', '.']"
1097,"['``', 'To', 'the', 'professionals', 'in', 'the', 'trade', 'it', 'did', ""n't"", 'cause', 'much', 'surprise', '.']","['``', 'TO', 'DT', 'NNS', 'IN', 'DT', 'NN', 'PRP', 'VBD', 'RB', 'VB', 'JJ', 'NN', '.']"
1098,"['The', 'March', 'futures', 'contract', 'traded', 'as', 'high', 'as', '14.24', 'cents', ',', 'but', 'could', ""n't"", 'sustain', 'the', 'advance', ',', ""''"", 'he', 'said', '.']","['DT', 'NNP', 'NNS', 'VBP', 'VBN', 'RB', 'JJ', 'IN', 'CD', 'NNS', ',', 'CC', 'MD', 'RB', 'VB', 'DT', 'NN', ',', ""''"", 'PRP', 'VBD', '.']"
1099,"['LIVESTOCK', 'AND', 'MEATS', ':']","['NNP', 'CC', 'NNPS', ':']"
1100,"['The', 'prices', 'of', 'cattle', ',', 'hogs', 'and', 'pork', 'belly', 'futures', 'contracts', 'rebounded', 'as', 'livestock', 'traders', 'shook', 'off', 'fears', 'that', 'the', 'Friday', 'stock', 'market', 'plunge', 'would', 'chill', 'consumer', 'spending', ',', 'which', 'in', 'turn', 'would', 'hurt', 'retail', 'sales', 'of', 'beef', 'and', 'pork', '.']","['DT', 'NNS', 'IN', 'NNS', ',', 'NNS', 'CC', 'NN', 'NN', 'NNS', 'NNS', 'VBD', 'IN', 'NN', 'NNS', 'VBD', 'IN', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'NN', 'NN', 'MD', 'VB', 'NN', 'NN', ',', 'WDT', 'IN', 'NN', 'MD', 'VB', 'JJ', 'NNS', 'IN', 'NN', 'CC', 'NN', '.']"
1101,"['The', 'prices', 'of', 'most', 'livestock', 'futures', 'contracts', 'had', 'dropped', 'sharply', 'Monday', '.']","['DT', 'NNS', 'IN', 'RBS', 'NN', 'NNS', 'NNS', 'VBD', 'VBN', 'RB', 'NNP', '.']"
1102,"['Cattle', 'futures', 'prices', 'were', 'also', 'supported', 'yesterday', 'by', 'signs', 'that', 'supermarket', 'chains', 'are', 'making', 'plans', 'to', 'increase', 'their', 'promotions', 'concerning', 'beef', '.']","['NNS', 'NNS', 'NNS', 'VBD', 'RB', 'VBN', 'NN', 'IN', 'VBZ', 'IN', 'NN', 'NNS', 'VBP', 'VBG', 'NNS', 'TO', 'VB', 'PRP$', 'NNS', 'VBG', 'NN', '.']"
1103,"['GRAINS', 'AND', 'SOYBEANS', ':']","['NNS', 'CC', 'NNS', ':']"
1104,"['The', 'prices', 'of', 'most', 'soybean', 'and', 'soybean-meal', 'futures', 'contracts', 'rose', 'amid', 'rumors', 'that', 'the', 'Soviet', 'Union', 'is', 'interested', 'in', 'buying', 'from', 'the', 'U.S.', 'or', 'South', 'America', 'about', '250,000', 'metric', 'tons', 'of', 'soybeans', 'and', 'as', 'many', 'as', '400,000', 'metric', 'tons', 'of', 'soybean', 'meal', '.']","['DT', 'NNS', 'IN', 'RBS', 'NN', 'CC', 'NN', 'NNS', 'NNS', 'VBD', 'IN', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'VBZ', 'JJ', 'IN', 'VBG', 'IN', 'DT', 'NNP', 'CC', 'NNP', 'NNP', 'IN', 'CD', 'JJ', 'NNS', 'IN', 'NNS', 'CC', 'RB', 'JJ', 'IN', 'CD', 'JJ', 'NNS', 'IN', 'NN', 'NN', '.']"
1105,"['Traders', 'are', 'especially', 'sensitive', 'to', 'reports', 'of', 'possible', 'U.S.', 'soybean', 'sales', 'because', 'U.S.', 'exports', 'are', 'lagging', '.']","['NNS', 'VBP', 'RB', 'JJ', 'TO', 'NNS', 'IN', 'JJ', 'NNP', 'NN', 'NNS', 'IN', 'NNP', 'NNS', 'VBP', 'VBG', '.']"
1106,"['Since', 'Sept.', '1', ',', 'about', '13', 'million', 'fewer', 'bushels', 'of', 'U.S.', 'soybeans', 'have', 'been', 'sold', 'overseas', 'than', 'for', 'the', 'same', 'period', 'last', 'year', '.']","['IN', 'NNP', 'CD', ',', 'IN', 'CD', 'CD', 'JJR', 'NNS', 'IN', 'NNP', 'NNS', 'VBP', 'VBN', 'VBN', 'JJ', 'IN', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'NN', '.']"
1107,"['Corn', 'futures', 'prices', 'rose', 'slightly', 'while', 'wheat', 'prices', 'settled', 'mixed', '.']","['NN', 'NNS', 'NNS', 'VBD', 'RB', 'IN', 'NN', 'NNS', 'VBD', 'VBN', '.']"
1108,"['Moody', ""'s"", 'Investors', 'Service', 'Inc.', ',', 'fretting', 'about', 'increasing', 'competitive', 'pressure', 'on', 'Ryder', ',', 'placed', 'about', '$', '2.8', 'billion', 'in', 'company', 'securities', 'under', 'review', 'for', 'possible', 'downgrade', '.']","['NNP', 'POS', 'NNP', 'NNP', 'NNP', ',', 'VBG', 'IN', 'VBG', 'JJ', 'NN', 'IN', 'NNP', ',', 'VBD', 'RB', '$', 'CD', 'CD', 'IN', 'NN', 'NNS', 'IN', 'NN', 'IN', 'JJ', 'NN', '.']"
1109,"['Ratings', 'under', 'review', 'are', 'Ryder', ""'s"", 'A-1', 'collateral', 'trust', 'debentures', ',', 'A-2', 'senior', 'notes', 'and', 'bonds', ',', 'A-2', 'preferred', 'stock', 'and', 'the', 'company', ""'s"", 'Prime-1', 'rating', 'for', 'commercial', 'paper', '.']","['NNS', 'IN', 'NN', 'VBP', 'NNP', 'POS', 'JJ', 'NN', 'NN', 'NNS', ',', 'NN', 'JJ', 'NNS', 'CC', 'NNS', ',', 'NN', 'JJ', 'NN', 'CC', 'DT', 'NN', 'POS', 'JJ', 'NN', 'IN', 'JJ', 'NN', '.']"
1110,"['Moody', ""'s"", 'said', 'it', 'is', 'assessing', 'the', 'strategies', 'Ryder', ""'s"", 'management', 'may', 'follow', 'in', 'addressing', 'significant', 'challenges', 'in', 'some', 'major', 'markets', '.']","['NNP', 'POS', 'VBD', 'PRP', 'VBZ', 'VBG', 'DT', 'NNS', 'NNP', 'POS', 'NN', 'MD', 'VB', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NNS', '.']"
1111,"['The', 'rating', 'agency', 'said', 'it', 'is', 'focusing', 'especially', 'on', 'the', 'transportation', 'service', 'company', ""'s"", 'efforts', 'to', 'control', 'costs', ',', 'improve', 'margins', 'and', 'enhance', 'its', 'competitive', 'position', 'in', 'its', 'primary', 'business', ',', 'vehicle', 'leasing', 'and', 'rental', '.']","['DT', 'NN', 'NN', 'VBD', 'PRP', 'VBZ', 'VBG', 'RB', 'IN', 'DT', 'NN', 'NN', 'NN', 'POS', 'NNS', 'TO', 'VB', 'NNS', ',', 'VB', 'NNS', 'CC', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'NN', ',', 'NN', 'NN', 'CC', 'JJ', '.']"
1112,"['The', 'nations', 'of', 'southern', 'Africa', 'know', 'a', 'lot', 'about', 'managing', 'elephants', ';', 'their', 'herds', 'are', 'thriving', '.']","['DT', 'NNS', 'IN', 'JJ', 'NNP', 'VB', 'DT', 'NN', 'IN', 'VBG', 'NNS', ':', 'PRP$', 'NNS', 'VBP', 'VBG', '.']"
1113,"['But', 'the', 'nations', 'of', 'Europe', 'and', 'North', 'America', 'have', 'decided', 'they', 'know', 'better', '.']","['CC', 'DT', 'NNS', 'IN', 'NNP', 'CC', 'NNP', 'NNP', 'VBP', 'VBN', 'PRP', 'VBP', 'JJR', '.']"
1114,"['At', 'this', 'week', ""'s"", 'U.N.', 'conference', 'in', 'Lausanne', ',', 'they', 'imposed', 'a', 'global', 'ivory', 'ban', 'that', 'seeks', 'to', 'overturn', 'local', 'policies', '.']","['IN', 'DT', 'NN', 'POS', 'NNP', 'NN', 'IN', 'NNP', ',', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'WDT', 'VBZ', 'TO', 'VB', 'JJ', 'NNS', '.']"
1115,"['A', 'Zimbabwean', 'delegate', 'argued', 'that', 'the', 'ban', 'would', '``', 'guarantee', 'the', 'extinction', 'of', 'the', 'elephant', '.', ""''""]","['DT', 'NNP', 'NN', 'VBD', 'IN', 'DT', 'NN', 'MD', '``', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.', ""''""]"
1116,"['Legitimate', 'ranchers', ',', 'who', 'have', 'an', 'interest', 'in', 'preserving', 'the', 'herds', ',', 'would', 'go', 'out', 'of', 'business', '.']","['JJ', 'NNS', ',', 'WP', 'VBP', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NNS', ',', 'MD', 'VB', 'IN', 'IN', 'NN', '.']"
1117,"['Poachers', 'would', 'control', 'the', 'underground', 'trade', '.']","['NNS', 'MD', 'VB', 'DT', 'JJ', 'NN', '.']"
1118,"['Many', 'delegates', 'were', 'willing', 'to', 'craft', 'a', 'compromise', ',', 'but', 'U.S.', 'delegate', 'Constance', 'Harriman', 'and', 'others', 'thundered', 'that', 'down', '.']","['JJ', 'NNS', 'VBD', 'JJ', 'TO', 'VB', 'DT', 'NN', ',', 'CC', 'NNP', 'NN', 'NNP', 'NNP', 'CC', 'NNS', 'VBD', 'DT', 'RB', '.']"
1119,"['The', 'Greens', 'from', 'the', 'First', 'World', 'wanted', 'a', 'morality', 'play', ',', 'not', 'a', 'negotiation', '.']","['DT', 'NNPS', 'IN', 'DT', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'NN', ',', 'RB', 'DT', 'NN', '.']"
1120,"['Fortunately', ',', 'the', 'nations', 'of', 'southern', 'Africa', 'have', ""n't"", 'totally', 'surrendered', 'their', 'sovereignty', '.']","['RB', ',', 'DT', 'NNS', 'IN', 'JJ', 'NNP', 'VBP', 'RB', 'RB', 'VBD', 'PRP$', 'NN', '.']"
1121,"['Five', 'countries', 'announced', 'they', 'would', 'not', 'honor', 'what', 'one', 'Zimbabwean', 'delegate', 'wryly', 'called', 'the', '``', 'made', 'in', 'Switzerland', ""''"", 'solution', '.']","['CD', 'NNS', 'VBD', 'PRP', 'MD', 'RB', 'VB', 'WP', 'CD', 'NNP', 'NN', 'RB', 'VBD', 'DT', '``', 'VBN', 'IN', 'NNP', ""''"", 'NN', '.']"
1122,"['In', 'fact', ',', 'they', 'seemed', 'a', 'mite', 'resentful', '.']","['IN', 'NN', ',', 'PRP', 'VBD', 'DT', 'NN', 'JJ', '.']"
1123,"['The', 'director', 'of', 'Zimbabwe', ""'s"", 'Wildlife', 'Department', 'described', 'American', 'conservationists', 'as', '``', 'fat', 'little', 'puppies', 'from', 'urban', 'environments', 'who', 'do', ""n't"", 'know', 'a', 'thing', 'about', 'Africa', '.', ""''""]","['DT', 'NN', 'IN', 'NNP', 'POS', 'NNP', 'NNP', 'VBD', 'JJ', 'NNS', 'IN', '``', 'JJ', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', 'WP', 'VBP', 'RB', 'VB', 'DT', 'NN', 'IN', 'NNP', '.', ""''""]"
1124,"['That', ""'s"", 'not', 'fair', ';', 'they', ""'re"", 'not', 'all', 'fat', '.']","['DT', 'VBZ', 'RB', 'JJ', ':', 'PRP', 'VBP', 'RB', 'DT', 'NN', '.']"
1125,"[""HUGO'S"", 'BLAST', 'generates', 'pleas', 'for', 'aid', 'from', 'South', 'Carolina', 'small', 'businesses', '.']","['NNP', 'NN', 'VBZ', 'NNS', 'IN', 'NN', 'IN', 'NNP', 'NNP', 'JJ', 'NNS', '.']"
1126,"['The', 'Small', 'Business', 'Administration', 'has', 'received', 'more', 'than', '5,000', 'formal', 'requests', 'for', 'disaster', 'loans', 'because', 'of', 'the', 'hurricane', '.']","['DT', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'JJR', 'IN', 'CD', 'JJ', 'NNS', 'IN', 'NN', 'NNS', 'IN', 'IN', 'DT', 'NN', '.']"
1127,"['About', '45', '%', 'of', 'requests', 'for', 'SBA', 'relief', 'loans', ',', 'which', 'also', 'are', 'available', 'to', 'homeowners', ',', 'come', 'from', 'small', 'businesses', ',', 'compared', 'with', 'a', '25', '%', 'business', 'share', 'after', 'most', 'disasters', '.']","['IN', 'CD', 'NN', 'IN', 'NNS', 'IN', 'NNP', 'NN', 'NNS', ',', 'WDT', 'RB', 'VBP', 'JJ', 'TO', 'NNS', ',', 'VB', 'IN', 'JJ', 'NNS', ',', 'VBN', 'IN', 'DT', 'CD', 'NN', 'NN', 'NN', 'IN', 'RBS', 'NNS', '.']"
1128,"['The', 'SBA', 'expects', 'to', 'make', 'about', '$', '1', 'billion', 'in', 'Hurricane', 'Hugo', 'loans', '.']","['DT', 'NNP', 'VBZ', 'TO', 'VB', 'RB', '$', 'CD', 'CD', 'IN', 'NNP', 'NNP', 'NNS', '.']"
1129,"['The', 'disaster', 'fund', 'is', 'replenished', 'by', 'loan', 'repayments', '.']","['DT', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'NN', 'NNS', '.']"
1130,"['Hardest', 'hit', 'by', 'Hugo', 'in', 'South', 'Carolina', 'were', 'small', 'retailers', 'tied', 'to', 'the', 'tourist', 'industry', 'and', 'businesses', 'in', 'agriculture', 'and', 'cultivated', 'seafood', '.']","['RBS', 'VBN', 'IN', 'NNP', 'IN', 'NNP', 'NNP', 'VBD', 'JJ', 'NNS', 'VBN', 'TO', 'DT', 'NN', 'NN', 'CC', 'NNS', 'IN', 'NN', 'CC', 'VBN', 'NN', '.']"
1131,"['The', 'State', 'Development', 'Board', 'set', 'up', 'a', 'Hugo', 'Hotline', 'to', 'accept', 'business-to-business', 'help', '.']","['DT', 'NNP', 'NNP', 'NNP', 'VBD', 'IN', 'DT', 'NNP', 'NNP', 'TO', 'VB', 'JJ', 'NN', '.']"
1132,"['After', 'NBC', 'weather', 'man', 'Willard', 'Scott', 'broadcast', 'the', 'hot-line', 'number', ',', 'it', 'was', 'flooded', 'with', '10,000', 'calls', '.']","['IN', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'DT', 'NN', 'NN', ',', 'PRP', 'VBD', 'VBN', 'IN', 'CD', 'VBZ', '.']"
1133,"['Last', 'week', ',', 'the', 'U.S.', 'Chamber', 'of', 'Commerce', 'began', 'using', 'its', 'national', 'TV', 'show', 'to', 'seek', 'help', ',', 'such', 'as', 'equipment', ',', 'for', 'business', 'owners', '.']","['JJ', 'NN', ',', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'VBD', 'VBG', 'PRP$', 'JJ', 'NN', 'NN', 'TO', 'VB', 'NN', ',', 'JJ', 'IN', 'NN', ',', 'IN', 'NN', 'NNS', '.']"
1134,"['Local', 'bankers', 'and', 'accountants', 'help', 'applicants', 'fill', 'out', 'forms', '.']","['JJ', 'NNS', 'CC', 'NNS', 'VBP', 'NNS', 'VBP', 'IN', 'NNS', '.']"
1135,"['``', 'It', 'helps', 'us', ',', 'and', 'people', 'feel', 'better', 'talking', 'to', 'someone', 'who', ""'s"", 'gone', 'through', 'the', 'same', 'thing', ',', ""''"", 'an', 'SBA', 'official', 'says', '.']","['``', 'PRP', 'VBZ', 'PRP', ',', 'CC', 'NNS', 'VBP', 'JJR', 'VBG', 'TO', 'NN', 'WP', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', ',', ""''"", 'DT', 'NNP', 'NN', 'NNS', '.']"
1136,"['HEALTH', 'BENEFITS', 'remain', 'a', 'central', 'lobbying', 'effort', ',', 'even', 'as', 'Section', '89', 'fades', '.']","['NN', 'NNS', 'VBP', 'DT', 'JJ', 'NN', 'NN', ',', 'RB', 'IN', 'NN', 'CD', 'NNS', '.']"
1137,"['The', 'Senate', ',', 'after', 'deleting', 'Section', '89', 'repeal', 'from', 'its', 'deficit-reduction', 'bill', ',', 'still', 'is', 'expected', 'to', 'join', 'the', 'House', 'in', 'voting', 'to', 'kill', 'the', 'law', ',', 'which', 'forces', 'companies', 'to', 'provide', 'comparable', 'benefits', 'to', 'laborers', 'and', 'executives', 'alike', '.']","['DT', 'NNP', ',', 'IN', 'VBG', 'NN', 'CD', 'NN', 'IN', 'PRP$', 'NN', 'NN', ',', 'RB', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'NNP', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', ',', 'WDT', 'VBZ', 'NNS', 'TO', 'VB', 'JJ', 'NNS', 'TO', 'NNS', 'CC', 'NNS', 'RB', '.']"
1138,"['In', 'lobbying', 'on', 'other', 'health-coverage', 'topics', ',', 'the', 'National', 'Federation', 'of', 'Independent', 'Business', 'will', 'press', 'for', 'legislation', 'that', 'would', 'give', 'self-employed', 'people', 'a', '100', '%', 'tax', 'deduction', 'for', 'their', 'own', 'health', 'plans', ',', 'up', 'from', '25', '%', 'currently', '.']","['IN', 'VBG', 'IN', 'JJ', 'NN', 'NNS', ',', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'MD', 'VB', 'IN', 'NN', 'WDT', 'MD', 'VB', 'JJ', 'NNS', 'DT', 'CD', 'NN', 'NN', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'NNS', ',', 'IN', 'IN', 'CD', 'NN', 'RB', '.']"
1139,"['And', 'the', 'group', 'will', 'urge', 'that', 'the', 'federal', 'government', 'pre-empt', 'state', 'rules', 'on', 'what', 'must', 'be', 'covered', 'by', 'employers', ""'"", 'health', 'insurance', '.']","['CC', 'DT', 'NN', 'MD', 'VB', 'IN', 'DT', 'JJ', 'NN', 'VB', 'NN', 'NNS', 'IN', 'WP', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'POS', 'NN', 'NN', '.']"
1140,"['Small-business', 'groups', 'also', 'will', 'fight', 'the', 'medical-leave', 'provision', 'of', 'legislation', 'that', 'would', 'expand', 'parental', 'leaves', '.']","['NN', 'NNS', 'RB', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'WDT', 'MD', 'VB', 'JJ', 'NNS', '.']"
1141,"['And', 'they', 'still', 'oppose', 'as', 'too', 'costly', 'an', 'employer-paid', 'health', 'insurance', 'bill', 'sponsored', 'by', 'Sen.', 'Edward', 'Kennedy', '-LRB-', 'D.', ',', 'Mass', '.', '-RRB-', 'despite', 'his', 'proposal', 'to', 'phase', 'in', 'small', 'business', 'only', 'gradually', '.']","['CC', 'PRP', 'RB', 'VBP', 'IN', 'RB', 'JJ', 'DT', 'JJ', 'NN', 'NN', 'NN', 'VBN', 'IN', 'NNP', 'NNP', 'NNP', '(', 'NNP', ',', 'NNP', '.', ')', 'IN', 'PRP$', 'NN', 'TO', 'VB', 'IN', 'JJ', 'NN', 'RB', 'RB', '.']"
